RECEIVER_DOCUMENT_TYPE,RECEIVER_IDENTIFICATION_NUMBER,RECEIVER_NAME,RECEIVER_BANK,RECEIVER_ACCOUNT_TYPE,RECEIVER_ACCOUNT_NUMBER,DEBIT_AMOUNT,REFERENCE
1,000000000011336,"Luis Ramirez",1061,2,00000000000027919,135639.60,"HKZ6227734"
4,000000000013307,"Carlos Gonzalez",1058,1,00000000000008183,621434.30,"VN10419052"
3,000000000028091,"Maria Lopez",1058,1,00000000000019157,835877.10,"BZR0DN3843"
5,000000000029367,"Maria Lopez",1062,2,00000000000016128,901366.03,"EDDBMY7845"
5,000000000019956,"Maria Lopez",1063,2,00000000000018660,342197.30,"T77O3D9725"
2,000000000007109,"Ana Martinez",1058,2,00000000000022182,494522.59,"DWTYVF6233"
2,000000000024447,"Gabriela Ortiz",1063,2,00000000000022877,139579.52,"QXS9VK8812"
1,000000000009468,"Maria Lopez",1060,1,00000000000019007,963534.02,"RA8UZR4268"
1,000000000021876,"Carlos Gonzalez",1063,1,00000000000018381,144614.99,"JHRH5O1073"
4,000000000011389,"Gabriela Ortiz",1058,2,00000000000023545,917162.18,"OSJN2E4085"
5,000000000009209,"Pedro Herrera",1059,2,00000000000005557,613118.85,"4WYUTK2487"
1,000000000028954,"Juan Perez",1063,1,00000000000031061,102709.49,"1CQ0FY1608"
4,000000000026518,"Maria Lopez",1059,1,00000000000002246,490349.20,"8UGB0G7605"
4,000000000018756,"Juan Perez",1059,1,00000000000032368,421778.93,"P6EYTU6804"
2,000000000009601,"Ana Martinez",1061,1,00000000000018245,153502.59,"QOX5FA8843"
2,000000000010896,"Pedro Herrera",1063,2,00000000000018781,96155.44,"HPM8WE9242"
5,000000000027513,"Sofia Morales",1058,2,00000000000025098,875293.57,"HE0ZSL2126"
1,000000000019748,"Pedro Herrera",1058,2,00000000000011907,176622.16,"5YKPFD1119"
2,000000000028785,"Sofia Morales",1063,1,00000000000032007,825392.16,"HTPPVL1338"
3,000000000006469,"Juan Perez",1062,2,00000000000016534,276012.15,"PGZ26T1339"
3,000000000010726,"Pedro Herrera",1063,2,00000000000003813,850785.41,"4WV3I27924"
1,000000000025159,"Carlos Gonzalez",1060,1,00000000000008676,558896.89,"KUOJU71785"
5,000000000022441,"Carlos Gonzalez",1058,1,00000000000028360,262137.76,"U1FQXL1900"
5,000000000021257,"Ana Martinez",1063,1,00000000000028626,809222.61,"O19PVD8616"
5,000000000007235,"Juan Perez",1061,1,00000000000019243,37035.89,"OXN1NE1576"
3,000000000028842,"Ana Martinez",1062,2,00000000000018189,498571.00,"BCHCC75791"
5,000000000032086,"Pedro Herrera",1062,2,00000000000015759,438241.43,"BRS0J18520"
2,000000000030581,"Juan Perez",1059,2,00000000000002192,594325.20,"ISL0Q05784"
5,000000000020625,"Pedro Herrera",1059,2,00000000000008206,576525.12,"ADEQCP9638"
2,000000000027478,"Pedro Herrera",1060,2,00000000000004336,110056.86,"3JESC25221"
5,000000000020538,"Pedro Herrera",1062,2,00000000000025889,532810.22,"4WPZHI7297"
1,000000000032389,"Juan Perez",1063,2,00000000000028954,777768.35,"U26MP31391"
1,000000000016167,"Maria Lopez",1063,1,00000000000001988,725146.02,"H2CPXD9122"
4,000000000009491,"Gabriela Ortiz",1061,1,00000000000010365,973273.13,"TR7DBD2561"
1,000000000018855,"Luis Ramirez",1058,2,00000000000002815,445775.62,"QAT2SO6714"
5,000000000028428,"Maria Lopez",1062,2,00000000000002654,576647.65,"0LGQ0Z5608"
3,000000000032185,"Juan Perez",1059,2,00000000000018140,950184.41,"Y1ZVLL1858"
1,000000000017902,"Carlos Gonzalez",1062,1,00000000000022183,448178.62,"JKXY727545"
5,000000000007100,"Carlos Gonzalez",1063,1,00000000000024286,453362.50,"GV06H46544"
3,000000000023212,"Sofia Morales",1063,1,00000000000012206,872023.01,"3XCH5I6097"
5,000000000020594,"Maria Lopez",1062,1,00000000000027479,782417.40,"FFRBN83918"
2,000000000007676,"Carlos Gonzalez",1061,2,00000000000029411,849067.37,"9OX0L11688"
2,000000000021837,"Gabriela Ortiz",1063,2,00000000000001715,289216.52,"M1S7RS9906"
1,000000000020807,"Ana Martinez",1062,2,00000000000032712,660446.63,"RV237D9127"
3,000000000027290,"Pedro Herrera",1061,2,00000000000023125,566755.77,"MRLXX39637"
2,000000000000025,"Pedro Herrera",1063,2,00000000000017982,880601.44,"J53NLZ6440"
3,000000000005402,"Ana Martinez",1063,2,00000000000008144,892882.86,"BRPX6M5866"
4,000000000025162,"Sofia Morales",1062,1,00000000000006788,295485.91,"SD15FJ8603"
5,000000000002422,"Sofia Morales",1059,2,00000000000031658,390747.46,"8SVSIP4651"
4,000000000031726,"Maria Lopez",1060,1,00000000000011791,294546.26,"JBAJW62123"
1,000000000004170,"Pedro Herrera",1058,2,00000000000004842,527198.84,"8EAAOW2095"
5,000000000024193,"Carlos Gonzalez",1060,2,00000000000029787,524628.96,"R3O4CJ9658"
1,000000000016327,"Gabriela Ortiz",1061,1,00000000000024916,154689.76,"IPB4541605"
1,000000000008679,"Maria Lopez",1060,2,00000000000016770,847653.48,"U5VV0N2496"
5,000000000008069,"Carlos Gonzalez",1060,1,00000000000015608,323195.56,"3W4FH93313"
2,000000000007657,"Carlos Gonzalez",1058,2,00000000000026419,178316.09,"PBHRD14107"
1,000000000010938,"Maria Lopez",1061,2,00000000000027025,285679.86,"7Y716A1998"
1,000000000007736,"Ana Martinez",1060,2,00000000000025729,174558.19,"JDTJI36163"
4,000000000008229,"Ana Martinez",1062,2,00000000000022301,322172.78,"W1HU383802"
2,000000000031167,"Ana Martinez",1063,2,00000000000018922,708996.91,"PZH53D5740"
5,000000000001373,"Ana Martinez",1058,2,00000000000024537,479121.09,"CDBNC02034"
4,000000000031631,"Maria Lopez",1059,2,00000000000004779,770296.50,"OPH0YU6614"
5,000000000014373,"Gabriela Ortiz",1058,2,00000000000000753,780107.18,"15QDNQ7550"
5,000000000022542,"Pedro Herrera",1063,2,00000000000027929,673873.73,"BWOGUK6004"
4,000000000001197,"Maria Lopez",1063,1,00000000000010934,132571.78,"ISJRS65334"
5,000000000014909,"Maria Lopez",1058,2,00000000000007455,946968.32,"XTG03Q8807"
4,000000000027147,"Luis Ramirez",1063,2,00000000000027028,146149.77,"ZJZUAG3477"
1,000000000014308,"Ana Martinez",1063,1,00000000000029989,828762.90,"XBLV8L6564"
4,000000000017117,"Gabriela Ortiz",1062,1,00000000000022878,367188.06,"A8BG2H9115"
2,000000000007217,"Gabriela Ortiz",1061,2,00000000000006456,824873.05,"YDJD7Y3181"
5,000000000008998,"Maria Lopez",1062,2,00000000000018479,473411.30,"9FSVVO2165"
2,000000000010285,"Pedro Herrera",1062,2,00000000000025914,778917.75,"SQ0KH31610"
2,000000000030879,"Luis Ramirez",1060,2,00000000000011020,490989.38,"L3WUDT0566"
3,000000000014729,"Gabriela Ortiz",1059,2,00000000000032532,691549.80,"V64I7Y4200"
4,000000000010759,"Luis Ramirez",1062,1,00000000000019246,536621.47,"QLAABK9759"
5,000000000014350,"Carlos Gonzalez",1058,2,00000000000023972,925041.67,"1DY5IB8090"
4,000000000025118,"Carlos Gonzalez",1059,1,00000000000010750,967942.89,"SEFJ3G6766"
1,000000000017819,"Juan Perez",1062,1,00000000000030665,774408.13,"JBLBUA9908"
4,000000000015913,"Pedro Herrera",1058,1,00000000000026198,416118.64,"Q4G5YP5489"
5,000000000020864,"Carlos Gonzalez",1058,1,00000000000015598,797364.21,"FYHK7M7674"
1,000000000007345,"Gabriela Ortiz",1058,1,00000000000032525,917387.37,"T423IF4536"
4,000000000002569,"Luis Ramirez",1062,2,00000000000015271,605044.04,"5KIGSU6803"
1,000000000006951,"Juan Perez",1058,1,00000000000023247,922366.65,"4N3X0X2256"
1,000000000020186,"Maria Lopez",1059,1,00000000000001431,125139.06,"SMQGSV5648"
4,000000000008942,"Luis Ramirez",1062,2,00000000000022024,472353.46,"R6QMBI7119"
3,000000000015014,"Pedro Herrera",1061,2,00000000000000125,773040.24,"L85FKO4697"
5,000000000028903,"Gabriela Ortiz",1063,2,00000000000030636,147302.18,"N2HC512463"
1,000000000007597,"Sofia Morales",1062,2,00000000000009455,961146.71,"754JUF3665"
1,000000000014733,"Pedro Herrera",1059,2,00000000000009479,985145.12,"ET6BY80397"
1,000000000006564,"Carlos Gonzalez",1063,2,00000000000023201,676421.68,"8C69B55803"
4,000000000009774,"Sofia Morales",1063,2,00000000000027959,144432.37,"M8PVGD2330"
2,000000000012348,"Gabriela Ortiz",1060,1,00000000000018810,479745.88,"XHKKBI6229"
2,000000000028864,"Sofia Morales",1058,1,00000000000002447,816188.80,"X1M91B4861"
3,000000000015333,"Pedro Herrera",1059,1,00000000000009549,827339.79,"IBYS162877"
4,000000000005767,"Pedro Herrera",1058,2,00000000000018128,190880.62,"VCHIRU5716"
2,000000000028882,"Gabriela Ortiz",1063,1,00000000000030548,990447.23,"VE1ZOR1627"
2,000000000028430,"Ana Martinez",1063,1,00000000000025847,848540.94,"TV03NT7036"
2,000000000025764,"Juan Perez",1059,1,00000000000026943,336677.71,"J62UHO3503"
3,000000000027579,"Maria Lopez",1063,1,00000000000021949,917266.40,"6FHPHM6046"
2,000000000014282,"Gabriela Ortiz",1058,1,00000000000009190,857714.94,"OL24AI1188"
2,000000000009361,"Luis Ramirez",1061,1,00000000000003030,231432.52,"5N9UBQ2993"
5,000000000007131,"Juan Perez",1062,1,00000000000031240,478036.08,"0KPJS91493"
4,000000000022829,"Luis Ramirez",1060,1,00000000000013970,577217.02,"6IG4WH9632"
5,000000000025947,"Carlos Gonzalez",1059,2,00000000000013511,807457.11,"WTILXF0800"
5,000000000008847,"Pedro Herrera",1059,1,00000000000014976,773990.78,"H1KXAN2917"
5,000000000032756,"Maria Lopez",1061,2,00000000000018834,753941.88,"7ERF7K9314"
4,000000000026221,"Carlos Gonzalez",1061,2,00000000000012899,179257.51,"9D1S477570"
3,000000000009441,"Sofia Morales",1058,2,00000000000029413,901576.08,"OPUHW37060"
5,000000000001439,"Maria Lopez",1058,1,00000000000018015,300090.87,"2H3GJC4847"
2,000000000015918,"Ana Martinez",1059,1,00000000000024655,409024.66,"HU8YLW6150"
4,000000000003479,"Maria Lopez",1060,2,00000000000026074,472009.63,"BO6KK62422"
5,000000000030983,"Ana Martinez",1058,2,00000000000012472,254485.13,"T889626912"
2,000000000008764,"Juan Perez",1058,2,00000000000008395,185135.94,"HF68I71100"
2,000000000027929,"Sofia Morales",1063,2,00000000000001904,751589.26,"CCX5FM6588"
3,000000000024247,"Maria Lopez",1061,2,00000000000022855,564008.55,"A6H3406801"
4,000000000024033,"Carlos Gonzalez",1062,1,00000000000025090,714290.55,"2AVT4K7626"
1,000000000007694,"Gabriela Ortiz",1058,2,00000000000002250,269286.36,"04WX1X2589"
5,000000000004611,"Ana Martinez",1061,2,00000000000027094,431932.44,"ACCGC07162"
4,000000000026536,"Sofia Morales",1059,2,00000000000023912,870708.27,"X2BI3O8153"
4,000000000007740,"Luis Ramirez",1061,2,00000000000000470,509343.52,"P8D7QP5762"
5,000000000020593,"Ana Martinez",1061,2,00000000000005284,729489.90,"HAZ5NS6447"
1,000000000010538,"Gabriela Ortiz",1061,1,00000000000000401,355926.45,"VT0BLU5197"
3,000000000011990,"Ana Martinez",1062,2,00000000000021519,754753.14,"3IP3Y35733"
4,000000000011869,"Luis Ramirez",1063,1,00000000000010445,685873.03,"XLKLCS4108"
4,000000000000825,"Pedro Herrera",1059,1,00000000000004507,674946.90,"VYLM6T0948"
4,000000000007155,"Pedro Herrera",1063,1,00000000000014421,921208.49,"S338CK1697"
2,000000000025550,"Carlos Gonzalez",1062,2,00000000000031395,7181.48,"I6WL0S2506"
5,000000000004856,"Pedro Herrera",1062,1,00000000000028177,330520.55,"K4RNQJ4682"
1,000000000003337,"Gabriela Ortiz",1062,2,00000000000030999,122344.12,"8L3Q689727"
3,000000000012126,"Juan Perez",1061,1,00000000000009317,501452.68,"TK2JI61220"
3,000000000027842,"Carlos Gonzalez",1063,2,00000000000019404,235575.45,"P11V9X0085"
5,000000000010245,"Ana Martinez",1061,2,00000000000006469,966554.00,"RN55U22133"
3,000000000002187,"Luis Ramirez",1059,2,00000000000012221,658581.34,"O7H0UT3340"
3,000000000005913,"Maria Lopez",1061,1,00000000000003021,116376.63,"OSJM681698"
4,000000000001117,"Gabriela Ortiz",1058,2,00000000000001952,90931.51,"VXOD611152"
1,000000000018023,"Carlos Gonzalez",1059,2,00000000000004562,355756.57,"RRSMZQ8462"
1,000000000026787,"Sofia Morales",1062,1,00000000000000927,44336.89,"754GEP0738"
3,000000000008732,"Luis Ramirez",1060,2,00000000000020164,542544.52,"TDAQ2X5501"
5,000000000025898,"Carlos Gonzalez",1063,1,00000000000023738,579932.33,"MX7E937711"
5,000000000009624,"Juan Perez",1062,2,00000000000007176,79133.92,"7XK6O40870"
2,000000000024113,"Luis Ramirez",1058,1,00000000000012859,826672.76,"O0GT1X6766"
2,000000000024124,"Gabriela Ortiz",1063,2,00000000000003031,788753.96,"1WHGDD4710"
1,000000000013786,"Luis Ramirez",1059,2,00000000000027351,51549.91,"JXJD2B3765"
1,000000000000325,"Pedro Herrera",1061,2,00000000000011658,219557.87,"ZFEC8A1181"
2,000000000032560,"Pedro Herrera",1062,2,00000000000001699,457102.56,"8WJD5D9251"
2,000000000016001,"Pedro Herrera",1058,2,00000000000028297,619039.09,"8L87181814"
2,000000000002357,"Juan Perez",1062,1,00000000000018984,460255.30,"X1F5SA1634"
4,000000000011723,"Pedro Herrera",1062,1,00000000000020309,132475.09,"R1SU9N9944"
1,000000000025085,"Juan Perez",1062,2,00000000000015660,11810.61,"AJ4CTU0099"
4,000000000013763,"Juan Perez",1058,1,00000000000000721,701292.37,"A5GUZ56678"
2,000000000003901,"Pedro Herrera",1063,1,00000000000003134,913284.09,"OAXC3E4248"
3,000000000013539,"Ana Martinez",1058,2,00000000000004985,211375.03,"FT4U0R3224"
3,000000000029955,"Sofia Morales",1063,1,00000000000001905,965577.22,"H7UKKB2866"
1,000000000012472,"Juan Perez",1061,1,00000000000026858,200816.28,"7SF3NA2405"
3,000000000008454,"Ana Martinez",1063,1,00000000000012041,858501.32,"DXXDI13635"
1,000000000016884,"Ana Martinez",1063,2,00000000000023400,986686.26,"XSG14P1171"
4,000000000013987,"Maria Lopez",1058,1,00000000000002801,188735.73,"K5B7J71269"
2,000000000001765,"Sofia Morales",1059,2,00000000000014648,613892.11,"Q73TAC9006"
5,000000000016517,"Carlos Gonzalez",1063,1,00000000000011112,625585.27,"H0ZKC93247"
5,000000000006658,"Sofia Morales",1062,1,00000000000026450,163664.07,"VPZZTP6058"
5,000000000027308,"Luis Ramirez",1061,1,00000000000007730,233302.01,"JJENTM3580"
2,000000000014989,"Maria Lopez",1059,1,00000000000009197,244457.67,"67OZV02341"
2,000000000003327,"Ana Martinez",1063,2,00000000000012323,543010.36,"9C4NVW7984"
1,000000000006006,"Carlos Gonzalez",1060,1,00000000000011611,289667.89,"681L6W2434"
4,000000000014739,"Maria Lopez",1063,1,00000000000022681,104000.77,"8W5RBR5426"
2,000000000020648,"Luis Ramirez",1059,1,00000000000001139,42289.96,"WNTRIB7364"
5,000000000006293,"Maria Lopez",1058,2,00000000000023586,343127.67,"RMUMB63644"
4,000000000025544,"Ana Martinez",1062,2,00000000000007876,350850.50,"M40TZ26359"
1,000000000023762,"Pedro Herrera",1060,1,00000000000007713,745829.02,"12I4LS5595"
2,000000000028590,"Gabriela Ortiz",1060,2,00000000000031835,403571.70,"TMNAFA6978"
1,000000000014212,"Sofia Morales",1063,1,00000000000022902,852155.10,"0OYBNY7692"
5,000000000029649,"Juan Perez",1061,2,00000000000019620,837972.89,"7CJ6CI1410"
1,000000000006787,"Gabriela Ortiz",1060,1,00000000000027214,447843.04,"AGPOVA4896"
4,000000000023574,"Juan Perez",1059,1,00000000000005776,25426.17,"R101HL1714"
3,000000000019704,"Maria Lopez",1059,2,00000000000027067,33037.67,"3L0MDO2299"
2,000000000015465,"Gabriela Ortiz",1061,2,00000000000012459,737996.14,"CE73CG4545"
3,000000000032700,"Gabriela Ortiz",1059,2,00000000000032697,933726.67,"FEIJ4J9695"
1,000000000016071,"Luis Ramirez",1058,2,00000000000027548,488186.93,"XW7QWM8346"
3,000000000025776,"Carlos Gonzalez",1061,2,00000000000027372,166208.32,"L5LUHM0997"
5,000000000025066,"Luis Ramirez",1060,2,00000000000010233,151193.63,"DA6V3M8164"
1,000000000008324,"Maria Lopez",1061,1,00000000000015360,402324.10,"I35AF65254"
1,000000000025525,"Pedro Herrera",1059,2,00000000000010030,754231.13,"SWK9531433"
1,000000000031265,"Sofia Morales",1061,1,00000000000011651,965832.42,"FA4G3L6407"
1,000000000032108,"Gabriela Ortiz",1063,1,00000000000020290,44739.02,"PRTNJ42388"
4,000000000018457,"Maria Lopez",1058,2,00000000000018379,403636.50,"MV1A7P5261"
4,000000000005076,"Gabriela Ortiz",1061,1,00000000000019617,453554.45,"UW3CRP3793"
5,000000000011142,"Juan Perez",1063,1,00000000000016695,42897.68,"CZ9U309335"
3,000000000032258,"Gabriela Ortiz",1063,2,00000000000025300,869722.22,"ZBRICP7640"
4,000000000024771,"Luis Ramirez",1062,1,00000000000024432,191251.06,"H2RSZG1226"
1,000000000020931,"Maria Lopez",1061,1,00000000000002905,73220.60,"D2OJYX2806"
5,000000000031851,"Pedro Herrera",1061,2,00000000000020236,387092.87,"6J45752624"
3,000000000029400,"Pedro Herrera",1058,2,00000000000024678,948805.09,"B9AFT21964"
5,000000000017343,"Sofia Morales",1060,2,00000000000025596,610255.40,"A4PRRU0659"
2,000000000006282,"Sofia Morales",1059,2,00000000000003102,428054.36,"EL0HHK4027"
3,000000000030588,"Pedro Herrera",1061,1,00000000000016924,184482.83,"WOQDGV9302"
2,000000000001148,"Juan Perez",1058,2,00000000000025573,557232.14,"E2DJX13496"
1,000000000013119,"Juan Perez",1060,2,00000000000021328,164904.43,"QZEQEH3032"
1,000000000015468,"Pedro Herrera",1058,2,00000000000004367,501662.94,"3SGD1J2990"
1,000000000015932,"Carlos Gonzalez",1063,2,00000000000016275,885663.30,"6F7OHV1429"
2,000000000005609,"Gabriela Ortiz",1063,1,00000000000020761,43362.44,"M7JDWJ9281"
3,000000000004071,"Ana Martinez",1062,1,00000000000017535,359036.16,"0VYO9Y7266"
1,000000000016660,"Juan Perez",1062,1,00000000000026171,923418.07,"E0JLQV6480"
4,000000000007822,"Luis Ramirez",1061,2,00000000000023941,437385.68,"6GO2AO1205"
1,000000000012457,"Sofia Morales",1062,2,00000000000022886,989743.39,"Q6M97I0888"
1,000000000006530,"Carlos Gonzalez",1062,1,00000000000004953,999075.13,"J8W59C6757"
5,000000000025814,"Ana Martinez",1058,2,00000000000008636,217430.65,"92M1EW7886"
5,000000000007945,"Ana Martinez",1062,1,00000000000020469,381003.49,"0266M72624"
1,000000000010411,"Maria Lopez",1062,2,00000000000025191,30693.89,"6F4QW07934"
1,000000000020655,"Luis Ramirez",1059,2,00000000000006881,390329.08,"W8UUFK4720"
1,000000000017513,"Ana Martinez",1063,1,00000000000013037,524087.46,"QUYJUH8175"
1,000000000008740,"Sofia Morales",1059,1,00000000000002047,158886.35,"N482117130"
3,000000000028845,"Pedro Herrera",1061,1,00000000000031342,855791.03,"TXLX5B4319"
1,000000000013837,"Maria Lopez",1059,1,00000000000018354,12474.83,"URBC3G3581"
3,000000000030892,"Sofia Morales",1061,2,00000000000004912,38402.98,"1JLJMC0899"
4,000000000019671,"Gabriela Ortiz",1063,1,00000000000024240,471517.24,"H11JV60104"
5,000000000014330,"Luis Ramirez",1058,2,00000000000020821,397680.16,"86HWKE1768"
4,000000000019130,"Sofia Morales",1063,2,00000000000028978,389807.02,"0IGX5R7107"
2,000000000004147,"Carlos Gonzalez",1063,1,00000000000011170,587738.97,"9IN2CC5248"
5,000000000021907,"Luis Ramirez",1063,2,00000000000003415,582429.26,"QJCAKQ1666"
4,000000000012781,"Sofia Morales",1060,2,00000000000022957,207675.27,"TT68OB6770"
3,000000000014320,"Luis Ramirez",1059,1,00000000000013203,498767.81,"QWW3WM5790"
4,000000000025793,"Pedro Herrera",1063,2,00000000000011959,508605.33,"37J3K40176"
5,000000000002036,"Gabriela Ortiz",1059,2,00000000000017455,753768.93,"GIWHNQ6718"
4,000000000019931,"Ana Martinez",1063,1,00000000000000109,364706.50,"4SOY3B3938"
4,000000000013680,"Pedro Herrera",1059,2,00000000000028967,263290.85,"OCAV4A1441"
5,000000000020214,"Gabriela Ortiz",1059,2,00000000000022419,955707.52,"XKR5WR9249"
4,000000000000136,"Ana Martinez",1058,1,00000000000005831,233138.51,"XJJE8U9661"
3,000000000025916,"Maria Lopez",1061,1,00000000000030753,948845.31,"QQ6YFW7365"
5,000000000005358,"Luis Ramirez",1058,2,00000000000032056,647431.11,"Y422AD9987"
2,000000000003215,"Gabriela Ortiz",1058,2,00000000000009598,587888.70,"K8QNN29116"
5,000000000006026,"Sofia Morales",1061,1,00000000000026638,291206.19,"MJDLUM8183"
4,000000000019577,"Luis Ramirez",1059,2,00000000000027308,996782.93,"K4A6WD6114"
4,000000000013381,"Maria Lopez",1063,2,00000000000001773,219741.56,"UC7HH86482"
3,000000000022205,"Juan Perez",1062,1,00000000000021683,752671.17,"XFSP9X6573"
2,000000000032707,"Luis Ramirez",1059,1,00000000000018813,769500.31,"U5BANW9167"
3,000000000004326,"Juan Perez",1061,2,00000000000026535,557587.38,"VMHR455985"
5,000000000004532,"Carlos Gonzalez",1059,1,00000000000021043,58270.69,"K4I40G7614"
2,000000000009725,"Pedro Herrera",1059,2,00000000000010396,221374.80,"KY62245648"
3,000000000002651,"Sofia Morales",1063,2,00000000000031460,513365.96,"1VF6YQ6743"
3,000000000002246,"Gabriela Ortiz",1060,1,00000000000007199,730469.22,"L2039L3228"
5,000000000024910,"Luis Ramirez",1060,2,00000000000006604,303848.68,"YCQ2V15747"
4,000000000021461,"Sofia Morales",1059,1,00000000000032664,590700.99,"HWOINL7580"
3,000000000025326,"Juan Perez",1063,2,00000000000022499,731107.15,"E3P4SI9276"
4,000000000010486,"Sofia Morales",1063,2,00000000000017534,976953.51,"I0A2Z47729"
3,000000000007223,"Juan Perez",1059,1,00000000000013755,815843.49,"YNS0289635"
4,000000000032439,"Sofia Morales",1063,2,00000000000013031,414877.53,"LU3P0K4685"
2,000000000018514,"Gabriela Ortiz",1062,2,00000000000030396,901542.76,"Z126XV0707"
2,000000000004209,"Sofia Morales",1060,1,00000000000002516,177287.13,"VGXRVB9512"
2,000000000015729,"Juan Perez",1059,1,00000000000019616,513861.16,"OPPONL2554"
